,Unnamed: 0,name,product_id,categories,image_url,url,brand,price,compare_at_price
138,138,Red Humming Bird Richelieu Maxi Dress,7418190364765,'DRESSES',https://farmrio.com/cdn/shop/files/331219_01.jpg?v=1713851876&width=400,https://farmrio.com/cdn/shop/files/331219_01.jpg?v=1713851876&width=400,FARM Rio,"Rs.99,800.00","Rs.99,800.00"
288,288,Papaya Salad Scarf Sleeveless Maxi Dress,7418149699677,'DRESSES',https://farmrio.com/cdn/shop/files/327015_02.jpg?v=1713851992&width=400,https://farmrio.com/cdn/shop/files/327015_02.jpg?v=1713851992&width=400,FARM Rio,"Rs.85,500.00","Rs.85,500.00"
294,294,Papaya Salad Scarf Mini Dress,7418285523037,'DRESSES',https://farmrio.com/cdn/shop/files/331384_02_3b064a73-bde2-42ca-8d78-8c4721494adb.jpg?v=1713851490&width=400,https://farmrio.com/cdn/shop/files/331384_02_3b064a73-bde2-42ca-8d78-8c4721494adb.jpg?v=1713851490&width=400,FARM Rio,"Rs.54,500.00","Rs.54,500.00"
300,300,Off-White Papaya Salad Scarf LENZING™ ECOVERO™ Euroflax™ Maxi Dress,7418253770845,'DRESSES',https://farmrio.com/cdn/shop/files/321383_01_3e155d52-af34-424c-9176-201efdbaa3f7.jpg?v=1713484335&width=400,https://farmrio.com/cdn/shop/files/321383_01_3e155d52-af34-424c-9176-201efdbaa3f7.jpg?v=1713484335&width=400,FARM Rio,"Rs.80,300.00","Rs.80,300.00"
306,306,Green Sweet Garden Maxi Dress,7253501345885,'DRESSES',https://farmrio.com/cdn/shop/products/327193_00.jpg?v=1705102602&width=400,https://farmrio.com/cdn/shop/products/327193_00.jpg?v=1705102602&width=400,FARM Rio,"Rs.76,000.00","Rs.76,000.00"
312,312,Forest Soul Off-White Maxi Dress,7253495939165,'DRESSES',https://farmrio.com/cdn/shop/products/321023_02.jpg?v=1706714951&width=400,https://farmrio.com/cdn/shop/products/321023_02.jpg?v=1706714951&width=400,FARM Rio,"Rs.90,400.00","Rs.90,400.00"
318,318,Lilac Guipure Cut-Out Midi Dress,7268809343069,'DRESSES',https://farmrio.com/cdn/shop/files/318236_02.jpg?v=1711472256&width=400,https://farmrio.com/cdn/shop/files/318236_02.jpg?v=1711472256&width=400,FARM Rio,"Rs.103,300.00","Rs.103,300.00"
324,324,Yellow Ainika Tapestry One Shoulder Maxi Dress,7268820942941,'DRESSES',https://farmrio.com/cdn/shop/files/317657_02.jpg?v=1711462570&width=400,https://farmrio.com/cdn/shop/files/317657_02.jpg?v=1711462570&width=400,FARM Rio,"Rs.81,800.00","Rs.81,800.00"
330,330,Off-White Aura Floral Mini Dress,7268813930589,'DRESSES',https://farmrio.com/cdn/shop/files/317822_01.jpg?v=1711472269&width=400,https://farmrio.com/cdn/shop/files/317822_01.jpg?v=1711472269&width=400,FARM Rio,"Rs.53,100.00","Rs.53,100.00"
336,336,Off-White Aura Floral Midi Dress,7268906434653,'DRESSES',https://farmrio.com/cdn/shop/products/317830_01_7e41b2cb-7031-4d33-a147-3c7d8e828913.jpg?v=1707520558&width=400,https://farmrio.com/cdn/shop/products/317830_01_7e41b2cb-7031-4d33-a147-3c7d8e828913.jpg?v=1707520558&width=400,FARM Rio,"Rs.67,400.00","Rs.67,400.00"
342,342,Pink Floral Details Sleeveless Midi Dress,7268800462941,'DRESSES',https://farmrio.com/cdn/shop/files/327754_01.jpg?v=1711472216&width=400,https://farmrio.com/cdn/shop/files/327754_01.jpg?v=1711472216&width=400,FARM Rio,"Rs.78,900.00","Rs.78,900.00"
348,348,Off-White Flowerful Birds Maxi Dress,7268865802333,'Dresses',https://farmrio.com/cdn/shop/files/318954_02.jpg?v=1711558530&width=400,https://farmrio.com/cdn/shop/files/318954_02.jpg?v=1711558530&width=400,FARM Rio,"Rs.76,000.00","Rs.76,000.00"
354,354,Multicolor Mixed Scarves Lenzing™ Ecovero™ Viscose Midi Dress,7268829790301,'DRESSES',https://farmrio.com/cdn/shop/files/318261_01.jpg?v=1711472212&width=400,https://farmrio.com/cdn/shop/files/318261_01.jpg?v=1711472212&width=400,FARM Rio,"Rs.63,100.00","Rs.63,100.00"
360,360,Orange Fruit Garden Scarf Midi Dress,7268851482717,'DRESSES',https://farmrio.com/cdn/shop/files/317838_02_01e3ffe0-7054-42a2-af88-b024de8d998f.jpg?v=1710470991&width=400,https://farmrio.com/cdn/shop/files/317838_02_01e3ffe0-7054-42a2-af88-b024de8d998f.jpg?v=1710470991&width=400,FARM Rio,"Rs.70,300.00","Rs.70,300.00"
366,366,Orange Guipure Sleeveless Maxi Dress,7268815339613,'DRESSES',https://farmrio.com/cdn/shop/products/318233_01_e5f2494f-8e6d-47d5-893a-a3a1ca79596c.jpg?v=1706874194&width=400,https://farmrio.com/cdn/shop/products/318233_01_e5f2494f-8e6d-47d5-893a-a3a1ca79596c.jpg?v=1706874194&width=400,FARM Rio,"Rs.99,000.00","Rs.99,000.00"
372,372,Orange Gradient Stripes Maxi Dress,7268907778141,'DRESSES',https://farmrio.com/cdn/shop/files/317643_01.jpg?v=1711414516&width=400,https://farmrio.com/cdn/shop/files/317643_01.jpg?v=1711414516&width=400,FARM Rio,"Rs.84,600.00","Rs.84,600.00"
376,376,Yellow Floral Yard Lenzing™ Ecovero™ Euroflax™ Midi Dress,7268932255837,'DRESSES',https://farmrio.com/cdn/shop/files/322692_01.jpg?v=1710200901&width=400,https://farmrio.com/cdn/shop/files/322692_01.jpg?v=1710200901&width=400,FARM Rio,"Rs.81,800.00","Rs.81,800.00"
382,382,Yellow Floral Yard Lenzing™ Ecovero™ Euroflax™ Maxi Dress,7268784668765,'DRESSES',https://farmrio.com/cdn/shop/files/317915_01.jpg?v=1711406041&width=400,https://farmrio.com/cdn/shop/files/317915_01.jpg?v=1711406041&width=400,FARM Rio,"Rs.81,800.00","Rs.81,800.00"
388,388,Off-White Flora Tapestry Lenzing™ Ecovero™ Euroflax™ Maxi Dress,7268817272925,'DRESSES',https://farmrio.com/cdn/shop/products/317919_01_d9da014c-7af0-4740-8fde-91cd00a43ab2.jpg?v=1706871205&width=400,https://farmrio.com/cdn/shop/products/317919_01_d9da014c-7af0-4740-8fde-91cd00a43ab2.jpg?v=1706871205&width=400,FARM Rio,"Rs.90,400.00","Rs.90,400.00"
394,394,Off-White Floral Birds Euroflax™ Mini Dress,7268852367453,'DRESSES',https://farmrio.com/cdn/shop/files/331539_02.jpg?v=1711402696&width=400,https://farmrio.com/cdn/shop/files/331539_02.jpg?v=1711402696&width=400,FARM Rio,"Rs.53,100.00","Rs.53,100.00"
400,400,Blue Tile Dream Sleeveless Maxi Dress,7253501018205,'DRESSES',https://farmrio.com/cdn/shop/products/318226_01.jpg?v=1705107589&width=400,https://farmrio.com/cdn/shop/products/318226_01.jpg?v=1705107589&width=400,FARM Rio,"Rs.70,300.00","Rs.70,300.00"
406,406,Blue Tile Dream Short Sleeve Mini Dress,7268830904413,'DRESSES',https://farmrio.com/cdn/shop/products/318227_01_db2de2f8-46de-4524-83cc-f3aead00e50c.jpg?v=1708989762&width=400,https://farmrio.com/cdn/shop/products/318227_01_db2de2f8-46de-4524-83cc-f3aead00e50c.jpg?v=1708989762&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
412,412,Blue Wonderful Bouquet Mini Dress,7253495611485,'DRESSES',https://farmrio.com/cdn/shop/files/318676_01.jpg?v=1707978865&width=400,https://farmrio.com/cdn/shop/files/318676_01.jpg?v=1707978865&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
418,418,Blue Wonderful Bouquet Sleeveless Maxi Dress,7253507670109,'DRESSES',https://farmrio.com/cdn/shop/products/322685_01.jpg?v=1705107130&width=400,https://farmrio.com/cdn/shop/products/322685_01.jpg?v=1705107130&width=400,FARM Rio,"Rs.81,800.00","Rs.81,800.00"
424,424,Beige Rose Shaped Bodice Sleeveless Maxi Dress,7268816945245,'DRESSES',https://farmrio.com/cdn/shop/files/318762_01.jpg?v=1712027093&width=400,https://farmrio.com/cdn/shop/files/318762_01.jpg?v=1712027093&width=400,FARM Rio,"Rs.96,100.00","Rs.96,100.00"
429,429,Off-White 3D Flower Maxi Dress,7268836573277,'DRESSES',https://farmrio.com/cdn/shop/files/318764_02.jpg?v=1712787096&width=400,https://farmrio.com/cdn/shop/files/318764_02.jpg?v=1712787096&width=400,FARM Rio,"Rs.113,300.00","Rs.113,300.00"
434,434,Off-White Fruits Richelieu Sleeveless Maxi Dress,7268840964189,'Baby & Toddler',https://farmrio.com/cdn/shop/products/318943_01_0c4e87a6-de9f-4a4f-8374-9d86b4188a5f.jpg?v=1707518616&width=400,https://farmrio.com/cdn/shop/products/318943_01_0c4e87a6-de9f-4a4f-8374-9d86b4188a5f.jpg?v=1707518616&width=400,FARM Rio,"Rs.88,900.00","Rs.88,900.00"
437,437,Off-White Tropical Fruits Midi Dress,7268798201949,'Baby & Toddler',https://farmrio.com/cdn/shop/products/321303_01_422c6bc3-013c-461c-8f2f-e05c6033f4d3.jpg?v=1706870904&width=400,https://farmrio.com/cdn/shop/products/321303_01_422c6bc3-013c-461c-8f2f-e05c6033f4d3.jpg?v=1706870904&width=400,FARM Rio,"Rs.99,000.00","Rs.99,000.00"
442,442,Off-White Embroidered Carmina Floral Short Sleeve Mini Dress,7268792991837,'DRESSES',https://farmrio.com/cdn/shop/files/318237_02_089efc51-43e4-4535-a32d-9f965a3b7a78.jpg?v=1710442337&width=400,https://farmrio.com/cdn/shop/files/318237_02_089efc51-43e4-4535-a32d-9f965a3b7a78.jpg?v=1710442337&width=400,FARM Rio,"Rs.93,200.00","Rs.93,200.00"
448,448,Off-White Tropical Romance Maxi Dress,7268866949213,'DRESSES',https://farmrio.com/cdn/shop/files/317789_02.jpg?v=1711414772&width=400,https://farmrio.com/cdn/shop/files/317789_02.jpg?v=1711414772&width=400,FARM Rio,"Rs.107,600.00","Rs.107,600.00"
454,454,Off-White Embroidered Maxi Dress,7268792696925,'DRESSES',https://farmrio.com/cdn/shop/products/317766_01_e1057e9a-c621-42bd-a782-82dbd925f15f.jpg?v=1706870376&width=400,https://farmrio.com/cdn/shop/products/317766_01_e1057e9a-c621-42bd-a782-82dbd925f15f.jpg?v=1706870376&width=400,FARM Rio,"Rs.107,600.00","Rs.107,600.00"
460,460,Aura Cream Floral Maxi Dress,7268813471837,'DRESSES',https://farmrio.com/cdn/shop/files/321021_01.jpg?v=1711414817&width=400,https://farmrio.com/cdn/shop/files/321021_01.jpg?v=1711414817&width=400,FARM Rio,"Rs.90,400.00","Rs.90,400.00"
466,466,Pink Banana Leaves Maxi Dress,7268860461149,'DRESSES',https://farmrio.com/cdn/shop/products/317920_01_82051ccb-bffb-4dae-a488-1a22954be8df.jpg?v=1707520058&width=400,https://farmrio.com/cdn/shop/products/317920_01_82051ccb-bffb-4dae-a488-1a22954be8df.jpg?v=1707520058&width=400,FARM Rio,"Rs.67,400.00","Rs.67,400.00"
472,472,Beige Fresh Bananas Maxi Dress,7268917968989,'DRESSES',https://farmrio.com/cdn/shop/products/318759_01_ede75ada-6fdd-446d-a22d-62786b6f4925.jpg?v=1707523284&width=400,https://farmrio.com/cdn/shop/products/318759_01_ede75ada-6fdd-446d-a22d-62786b6f4925.jpg?v=1707523284&width=400,FARM Rio,"Rs.113,300.00","Rs.113,300.00"
478,478,Pink Banana Leaves V Neck Mini Dress,7268819992669,'DRESSES',https://farmrio.com/cdn/shop/files/318546_01.jpg?v=1710471026&width=400,https://farmrio.com/cdn/shop/files/318546_01.jpg?v=1710471026&width=400,FARM Rio,"Rs.63,100.00","Rs.63,100.00"
484,484,Pink Banana Leaves Sleeveless Maxi Dress,7268886708317,'DRESSES',https://farmrio.com/cdn/shop/products/317654_01_4b06484b-555a-4fa6-85cb-31291a5fddbc.jpg?v=1707520106&width=400,https://farmrio.com/cdn/shop/products/317654_01_4b06484b-555a-4fa6-85cb-31291a5fddbc.jpg?v=1707520106&width=400,FARM Rio,"Rs.84,600.00","Rs.84,600.00"
490,490,Pink Beach Forest Lenzing™ Ecovero™ Viscose Maxi Dress,7268884021341,'DRESSES',https://farmrio.com/cdn/shop/products/322677_01_1cd5f717-81cd-460c-8e2f-bb80148f85a4.jpg?v=1707520201&width=400,https://farmrio.com/cdn/shop/products/322677_01_1cd5f717-81cd-460c-8e2f-bb80148f85a4.jpg?v=1707520201&width=400,FARM Rio,"Rs.81,800.00","Rs.81,800.00"
496,496,Beach Forest Pink Off The Shoulder Mini Dress,7268791091293,'DRESSES',https://farmrio.com/cdn/shop/products/318378_01_c60d3fd5-a22d-4f65-9f49-004502519032.jpg?v=1706872697&width=400,https://farmrio.com/cdn/shop/products/318378_01_c60d3fd5-a22d-4f65-9f49-004502519032.jpg?v=1706872697&width=400,FARM Rio,"Rs.63,100.00","Rs.63,100.00"
502,502,Lilac Sweet Garden Maxi Dress,7268856987741,'DRESSES',https://farmrio.com/cdn/shop/products/317872_01_41dc3a0c-336d-4f9f-b311-a5b1fb8def87.jpg?v=1707519483&width=400,https://farmrio.com/cdn/shop/products/317872_01_41dc3a0c-336d-4f9f-b311-a5b1fb8def87.jpg?v=1707519483&width=400,FARM Rio,"Rs.76,000.00","Rs.76,000.00"
506,506,Off-White Maia Sleeveless Midi Dress,7268817469533,'Dresses',https://farmrio.com/cdn/shop/files/317739_02.jpg?v=1711414574&width=400,https://farmrio.com/cdn/shop/files/317739_02.jpg?v=1711414574&width=400,FARM Rio,"Rs.84,600.00","Rs.84,600.00"
512,512,Red Pietra Floral Sleeveless Maxi Dress,7268822515805,'DRESSES',https://farmrio.com/cdn/shop/files/318765_02.jpg?v=1710470993&width=400,https://farmrio.com/cdn/shop/files/318765_02.jpg?v=1710470993&width=400,FARM Rio,"Rs.107,600.00","Rs.107,600.00"
518,518,Watercolor Floral Blue Maxi Dress,7253492826205,'DRESSES',https://farmrio.com/cdn/shop/products/317921_01.jpg?v=1705110223&width=400,https://farmrio.com/cdn/shop/products/317921_01.jpg?v=1705110223&width=400,FARM Rio,"Rs.90,400.00","Rs.90,400.00"
523,523,Cool Foliage Black Mini Dress,7253428797533,'DRESSES',https://farmrio.com/cdn/shop/files/317800_01_1.jpg?v=1706874477&width=400,https://farmrio.com/cdn/shop/files/317800_01_1.jpg?v=1706874477&width=400,FARM Rio,"Rs.53,100.00","Rs.53,100.00"
529,529,White Floral Details Lenzing™ Ecovero™ Euroflax™ Maxi Dress,7268827234397,'DRESSES',https://farmrio.com/cdn/shop/files/318224_01.jpg?v=1711666668&width=400,https://farmrio.com/cdn/shop/files/318224_01.jpg?v=1711666668&width=400,FARM Rio,"Rs.78,900.00","Rs.78,900.00"
535,535,White Richelieu Sleeveless Midi Dress,7268906041437,'DRESSES',https://farmrio.com/cdn/shop/products/318368_01_42f83817-0979-487b-b0ae-4304db7f35a8.jpg?v=1707523275&width=400,https://farmrio.com/cdn/shop/products/318368_01_42f83817-0979-487b-b0ae-4304db7f35a8.jpg?v=1707523275&width=400,FARM Rio,"Rs.96,100.00","Rs.96,100.00"
541,541,White Floral Sketch Midi Dress,7268863475805,'DRESSES',https://farmrio.com/cdn/shop/files/317832_02.jpg?v=1711414576&width=400,https://farmrio.com/cdn/shop/files/317832_02.jpg?v=1711414576&width=400,FARM Rio,"Rs.67,400.00","Rs.67,400.00"
547,547,Green Bright Yard Maxi Dress,7268790927453,'DRESSES',https://farmrio.com/cdn/shop/products/318673_01_5b18487a-b111-4089-ac63-16632a722ddb.jpg?v=1711464571&width=400,https://farmrio.com/cdn/shop/products/318673_01_5b18487a-b111-4089-ac63-16632a722ddb.jpg?v=1711464571&width=400,FARM Rio,"Rs.84,600.00","Rs.84,600.00"
553,553,Green Bright Yard Mini Dress,7268813144157,'DRESSES',https://farmrio.com/cdn/shop/products/317814_01_722e2d1c-a490-4bb6-9b69-d28b60b0240d.jpg?v=1711464566&width=400,https://farmrio.com/cdn/shop/products/317814_01_722e2d1c-a490-4bb6-9b69-d28b60b0240d.jpg?v=1711464566&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
559,559,Yellow Biriba Sleeveless Midi Dress,7268888150109,'DRESSES',https://farmrio.com/cdn/shop/products/317656_01_d3ca7b42-8101-467e-bb61-4889d7a72825.jpg?v=1707518475&width=400,https://farmrio.com/cdn/shop/products/317656_01_d3ca7b42-8101-467e-bb61-4889d7a72825.jpg?v=1707518475&width=400,FARM Rio,"Rs.73,200.00","Rs.73,200.00"
565,565,Pink Fruits Queen Scarf Midi Dress,7268836507741,'DRESSES',https://farmrio.com/cdn/shop/products/323052_01_bdb1dc2d-5d61-42ba-a9b8-320727918bc4.jpg?v=1707523068&width=400,https://farmrio.com/cdn/shop/products/323052_01_bdb1dc2d-5d61-42ba-a9b8-320727918bc4.jpg?v=1707523068&width=400,FARM Rio,"Rs.84,600.00","Rs.84,600.00"
571,571,Pink Fruits Queen Scarf One Shoulder Maxi Dress,7268829659229,'DRESSES',https://farmrio.com/cdn/shop/files/318399_01.jpg?v=1711414686&width=400,https://farmrio.com/cdn/shop/files/318399_01.jpg?v=1711414686&width=400,FARM Rio,"Rs.84,600.00","Rs.84,600.00"
577,577,Lee Floral Sleeveless Maxi Dress,7268812652637,'DRESSES',https://farmrio.com/cdn/shop/products/318092_01_7e0c7b51-0f1f-42c4-a8df-07c8c5c7c265.jpg?v=1706872277&width=400,https://farmrio.com/cdn/shop/products/318092_01_7e0c7b51-0f1f-42c4-a8df-07c8c5c7c265.jpg?v=1706872277&width=400,FARM Rio,"Rs.84,600.00","Rs.84,600.00"
583,583,Aura Cream Lenzing™ Ecovero™ Euroflax™ Maxi Dress,7268814913629,'DRESSES',https://farmrio.com/cdn/shop/products/317877_01_0822ac9a-cf42-4644-90de-ae508d04b32a.jpg?v=1706873212&width=400,https://farmrio.com/cdn/shop/products/317877_01_0822ac9a-cf42-4644-90de-ae508d04b32a.jpg?v=1706873212&width=400,FARM Rio,"Rs.63,100.00","Rs.63,100.00"
589,589,Yellow Monstera Eyelet Short Sleeve Mini Dress,7268817207389,'DRESSES',https://farmrio.com/cdn/shop/files/327199_02.jpg?v=1711414541&width=400,https://farmrio.com/cdn/shop/files/327199_02.jpg?v=1711414541&width=400,FARM Rio,"Rs.81,800.00","Rs.81,800.00"
595,595,White Lace Sleeveless Midi Dress,7268795056221,'DRESSES',https://farmrio.com/cdn/shop/files/318035_01.jpg?v=1711414748&width=400,https://farmrio.com/cdn/shop/files/318035_01.jpg?v=1711414748&width=400,FARM Rio,"Rs.91,800.00","Rs.91,800.00"
601,601,Navy Blue Embroidered Cut-Out Midi Dress,7268810686557,'DRESSES',https://farmrio.com/cdn/shop/products/318364_01_7a3c8f46-e25b-4737-9f87-62df43b68f22.jpg?v=1706873801&width=400,https://farmrio.com/cdn/shop/products/318364_01_7a3c8f46-e25b-4737-9f87-62df43b68f22.jpg?v=1706873801&width=400,FARM Rio,"Rs.103,300.00","Rs.103,300.00"
607,607,Blue Tile Dream Maxi Dress,7268803903581,'DRESSES',https://farmrio.com/cdn/shop/products/317908_01_b746bf03-cbb7-4e0f-852b-ab9638a8520a.jpg?v=1706873022&width=400,https://farmrio.com/cdn/shop/products/317908_01_b746bf03-cbb7-4e0f-852b-ab9638a8520a.jpg?v=1706873022&width=400,FARM Rio,"Rs.78,900.00","Rs.78,900.00"
613,613,Off-White Flowerful Birds Long Sleeve Mini Dress,7268868292701,'DRESSES',https://farmrio.com/cdn/shop/products/317809_01_b18aec66-6678-4361-ae4c-4158c75c8769.jpg?v=1707523514&width=400,https://farmrio.com/cdn/shop/products/317809_01_b18aec66-6678-4361-ae4c-4158c75c8769.jpg?v=1707523514&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
619,619,Navy Blue One Shoulder Leaf Lenzing™ Ecovero™ Euroflax™ Maxi Dress,7268799250525,'DRESSES',https://farmrio.com/cdn/shop/files/327752_01.jpg?v=1711414770&width=400,https://farmrio.com/cdn/shop/files/327752_01.jpg?v=1711414770&width=400,FARM Rio,"Rs.78,900.00","Rs.78,900.00"
625,625,Tropical Forest Off-White T-Shirt Dress,7253498822749,'DRESSES',https://farmrio.com/cdn/shop/products/322666_01.jpg?v=1705110448&width=400,https://farmrio.com/cdn/shop/products/322666_01.jpg?v=1705110448&width=400,FARM Rio,"Rs.38,800.00","Rs.38,800.00"
631,631,Tropical Forest Off-White Mini Dress,7253503377501,'DRESSES',https://farmrio.com/cdn/shop/files/317798_02.jpg?v=1706871033&width=400,https://farmrio.com/cdn/shop/files/317798_02.jpg?v=1706871033&width=400,FARM Rio,"Rs.53,100.00","Rs.53,100.00"
637,637,Forest Soul Mix Midi Dress,7253487091805,'DRESSES',https://farmrio.com/cdn/shop/products/317829_01.jpg?v=1705103938&width=400,https://farmrio.com/cdn/shop/products/317829_01.jpg?v=1705103938&width=400,FARM Rio,"Rs.70,300.00","Rs.70,300.00"
643,643,Off-White Painted Flowers Maxi Dress,7268798038109,'DRESSES',https://farmrio.com/cdn/shop/products/317746_02_b0e86dc2-f6a6-4806-9e34-ed4eda3d8365.jpg?v=1711373299&width=400,https://farmrio.com/cdn/shop/products/317746_02_b0e86dc2-f6a6-4806-9e34-ed4eda3d8365.jpg?v=1711373299&width=400,FARM Rio,"Rs.84,600.00","Rs.84,600.00"
649,649,Pink Cut-Out Organic Cotton Midi Dress,7268911972445,'DRESSES',https://farmrio.com/cdn/shop/products/318751_01_c45093bd-6092-40c5-9f20-59bdf10deaa0.jpg?v=1707519221&width=400,https://farmrio.com/cdn/shop/products/318751_01_c45093bd-6092-40c5-9f20-59bdf10deaa0.jpg?v=1707519221&width=400,FARM Rio,"Rs.76,000.00","Rs.76,000.00"
653,653,Off-White Romantic Orchard Short Sleeve Midi Dress,7268797775965,'DRESSES',https://farmrio.com/cdn/shop/files/317660_01_44632232-da6b-4025-aeb0-926d98ed2f08.jpg?v=1709855328&width=400,https://farmrio.com/cdn/shop/files/317660_01_44632232-da6b-4025-aeb0-926d98ed2f08.jpg?v=1709855328&width=400,FARM Rio,"Rs.90,400.00","Rs.90,400.00"
659,659,Off-White Romantic Orchard Mini Dress,7268790075485,'DRESSES',https://farmrio.com/cdn/shop/files/317805_02_0bb9ee55-cc49-4edb-b765-4c03bdc45c1f.jpg?v=1710442286&width=400,https://farmrio.com/cdn/shop/files/317805_02_0bb9ee55-cc49-4edb-b765-4c03bdc45c1f.jpg?v=1710442286&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
665,665,Yellow Floral Yard Mini Dress,7268805279837,'DRESSES',https://farmrio.com/cdn/shop/products/317808_01_51a48de2-f0c5-4603-b31c-7943cc390046.jpg?v=1706872473&width=400,https://farmrio.com/cdn/shop/products/317808_01_51a48de2-f0c5-4603-b31c-7943cc390046.jpg?v=1706872473&width=400,FARM Rio,"Rs.57,400.00","Rs.57,400.00"
671,671,Sand Delicate Garden Maxi Dress,7268838047837,'DRESSES',https://farmrio.com/cdn/shop/files/317939_02.jpg?v=1709012401&width=400,https://farmrio.com/cdn/shop/files/317939_02.jpg?v=1709012401&width=400,FARM Rio,"Rs.90,400.00","Rs.90,400.00"
677,677,Red Richelieu Mini Dress,7268932026461,'DRESSES',https://farmrio.com/cdn/shop/products/318538_01_0ad464dd-1555-4a21-8946-7d906aa743e8.jpg?v=1707521261&width=400,https://farmrio.com/cdn/shop/products/318538_01_0ad464dd-1555-4a21-8946-7d906aa743e8.jpg?v=1707521261&width=400,FARM Rio,"Rs.81,800.00","Rs.81,800.00"
681,681,Flora Tapestry Red Long Sleeve Mini Dress,7253446557789,'DRESSES',https://farmrio.com/cdn/shop/products/317820_02.jpg?v=1705102969&width=400,https://farmrio.com/cdn/shop/products/317820_02.jpg?v=1705102969&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
687,687,Green Cut-Out Sleeveless Midi Dress,7268897685597,'DRESSES',https://farmrio.com/cdn/shop/files/327750_01.jpg?v=1711414594&width=400,https://farmrio.com/cdn/shop/files/327750_01.jpg?v=1711414594&width=400,FARM Rio,"Rs.56,000.00","Rs.56,000.00"
692,692,Green  Macaw Scarf Lenzing™ Ecovero™ Viscose Chemise Dress,7268890640477,'DRESSES',https://farmrio.com/cdn/shop/files/317857_01.jpg?v=1711414642&width=400,https://farmrio.com/cdn/shop/files/317857_01.jpg?v=1711414642&width=400,FARM Rio,"Rs.81,800.00","Rs.81,800.00"
698,698,Green Monstera Eyelet Short Sleeve Mini Dress,7268857217117,'DRESSES',https://farmrio.com/cdn/shop/products/318412_01_31ad90cf-d2ba-4e00-8d34-33265d03b78b.jpg?v=1707523786&width=400,https://farmrio.com/cdn/shop/products/318412_01_31ad90cf-d2ba-4e00-8d34-33265d03b78b.jpg?v=1707523786&width=400,FARM Rio,"Rs.81,800.00","Rs.81,800.00"
704,704,Pink Beaded Spring Sleeveless Maxi Dress,7268929699933,'DRESSES',https://farmrio.com/cdn/shop/products/317744_01_17cce7df-65f0-40d2-a3b8-cf7523b9556f.jpg?v=1707520027&width=400,https://farmrio.com/cdn/shop/products/317744_01_17cce7df-65f0-40d2-a3b8-cf7523b9556f.jpg?v=1707520027&width=400,FARM Rio,"Rs.76,000.00","Rs.76,000.00"
709,709,Off-White Maxi Richelieu Lenzing™ Ecovero™ Euroflax™ Maxi Dress,7268921540701,'DRESSES',https://farmrio.com/cdn/shop/products/318355_01_1272468d-7eb1-48e9-8345-3056cbe6165f.jpg?v=1707517968&width=400,https://farmrio.com/cdn/shop/products/318355_01_1272468d-7eb1-48e9-8345-3056cbe6165f.jpg?v=1707517968&width=400,FARM Rio,"Rs.93,200.00","Rs.93,200.00"
715,715,Off-White Embroidered Ruffle Midi Dress,7268821401693,'DRESSES',https://farmrio.com/cdn/shop/products/318539_01_487ecf76-d408-4812-9cc8-d34f5bd1cb8e.jpg?v=1707520473&width=400,https://farmrio.com/cdn/shop/products/318539_01_487ecf76-d408-4812-9cc8-d34f5bd1cb8e.jpg?v=1707520473&width=400,FARM Rio,"Rs.93,200.00","Rs.93,200.00"
721,721,White Lace Organic Cotton Mini Dress,7268803477597,'DRESSES',https://farmrio.com/cdn/shop/products/317740_01_4df043ef-ecb9-486d-9fe7-430f52be44ed.jpg?v=1706870721&width=400,https://farmrio.com/cdn/shop/products/317740_01_4df043ef-ecb9-486d-9fe7-430f52be44ed.jpg?v=1706870721&width=400,FARM Rio,"Rs.84,600.00","Rs.84,600.00"
726,726,White Cotton Eyelet Puff Sleeve Midi Dress,7268865146973,'DRESSES',https://farmrio.com/cdn/shop/files/325131_01.jpg?v=1709012422&width=400,https://farmrio.com/cdn/shop/files/325131_01.jpg?v=1709012422&width=400,FARM Rio,"Rs.99,000.00","Rs.99,000.00"
732,732,Pink Seashell Tapestry Mini Dress,7253505507421,'DRESSES',https://farmrio.com/cdn/shop/products/317810_01.jpg?v=1705101810&width=400,https://farmrio.com/cdn/shop/products/317810_01.jpg?v=1705101810&width=400,FARM Rio,"Rs.57,400.00","Rs.57,400.00"
738,738,Pink Seashell Tapestry Midi Dress,7253509963869,'DRESSES',https://farmrio.com/cdn/shop/files/317825_01.jpg?v=1707978913&width=400,https://farmrio.com/cdn/shop/files/317825_01.jpg?v=1707978913&width=400,FARM Rio,"Rs.78,900.00","Rs.78,900.00"
744,744,White Colorful Stripes Euroflax™ Mini Dress,7268827103325,'DRESSES',https://farmrio.com/cdn/shop/products/327751_01_3601ea8f-4eeb-4b31-bd2b-e37376696720.jpg?v=1707519403&width=400,https://farmrio.com/cdn/shop/products/327751_01_3601ea8f-4eeb-4b31-bd2b-e37376696720.jpg?v=1707519403&width=400,FARM Rio,"Rs.71,700.00","Rs.71,700.00"
