,name,product_id,categories,image_url,url,brand,price,compare_at_price
405,Blue Tile Dream Sleeveless Maxi Dress,7253501018205,'DRESSES',https://farmrio.com/cdn/shop/products/318226_01.jpg?v=1705107589&width=400,https://farmrio.com/cdn/shop/products/318226_01.jpg?v=1705107589&width=400,FARM Rio,"Rs.70,300.00","Rs.70,300.00"
406,Blue Tile Dream Short Sleeve Mini Dress,7268830904413,'DRESSES',https://farmrio.com/cdn/shop/products/318227_01_db2de2f8-46de-4524-83cc-f3aead00e50c.jpg?v=1708989762&width=400,https://farmrio.com/cdn/shop/products/318227_01_db2de2f8-46de-4524-83cc-f3aead00e50c.jpg?v=1708989762&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
407,Blue Tile Dream Short Sleeve Mini Dress,7268830904413,'DRESSES',https://farmrio.com/cdn/shop/products/318227_01_db2de2f8-46de-4524-83cc-f3aead00e50c.jpg?v=1708989762&width=400,https://farmrio.com/cdn/shop/products/318227_01_db2de2f8-46de-4524-83cc-f3aead00e50c.jpg?v=1708989762&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
408,Blue Tile Dream Short Sleeve Mini Dress,7268830904413,'DRESSES',https://farmrio.com/cdn/shop/products/318227_01_db2de2f8-46de-4524-83cc-f3aead00e50c.jpg?v=1708989762&width=400,https://farmrio.com/cdn/shop/products/318227_01_db2de2f8-46de-4524-83cc-f3aead00e50c.jpg?v=1708989762&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
409,Blue Tile Dream Short Sleeve Mini Dress,7268830904413,'DRESSES',https://farmrio.com/cdn/shop/products/318227_01_db2de2f8-46de-4524-83cc-f3aead00e50c.jpg?v=1708989762&width=400,https://farmrio.com/cdn/shop/products/318227_01_db2de2f8-46de-4524-83cc-f3aead00e50c.jpg?v=1708989762&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
410,Blue Tile Dream Short Sleeve Mini Dress,7268830904413,'DRESSES',https://farmrio.com/cdn/shop/products/318227_01_db2de2f8-46de-4524-83cc-f3aead00e50c.jpg?v=1708989762&width=400,https://farmrio.com/cdn/shop/products/318227_01_db2de2f8-46de-4524-83cc-f3aead00e50c.jpg?v=1708989762&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
411,Blue Tile Dream Short Sleeve Mini Dress,7268830904413,'DRESSES',https://farmrio.com/cdn/shop/products/318227_01_db2de2f8-46de-4524-83cc-f3aead00e50c.jpg?v=1708989762&width=400,https://farmrio.com/cdn/shop/products/318227_01_db2de2f8-46de-4524-83cc-f3aead00e50c.jpg?v=1708989762&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
412,Blue Wonderful Bouquet Mini Dress,7253495611485,'DRESSES',https://farmrio.com/cdn/shop/files/318676_01.jpg?v=1707978865&width=400,https://farmrio.com/cdn/shop/files/318676_01.jpg?v=1707978865&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
413,Blue Wonderful Bouquet Mini Dress,7253495611485,'DRESSES',https://farmrio.com/cdn/shop/files/318676_01.jpg?v=1707978865&width=400,https://farmrio.com/cdn/shop/files/318676_01.jpg?v=1707978865&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
414,Blue Wonderful Bouquet Mini Dress,7253495611485,'DRESSES',https://farmrio.com/cdn/shop/files/318676_01.jpg?v=1707978865&width=400,https://farmrio.com/cdn/shop/files/318676_01.jpg?v=1707978865&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
415,Blue Wonderful Bouquet Mini Dress,7253495611485,'DRESSES',https://farmrio.com/cdn/shop/files/318676_01.jpg?v=1707978865&width=400,https://farmrio.com/cdn/shop/files/318676_01.jpg?v=1707978865&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
416,Blue Wonderful Bouquet Mini Dress,7253495611485,'DRESSES',https://farmrio.com/cdn/shop/files/318676_01.jpg?v=1707978865&width=400,https://farmrio.com/cdn/shop/files/318676_01.jpg?v=1707978865&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
417,Blue Wonderful Bouquet Mini Dress,7253495611485,'DRESSES',https://farmrio.com/cdn/shop/files/318676_01.jpg?v=1707978865&width=400,https://farmrio.com/cdn/shop/files/318676_01.jpg?v=1707978865&width=400,FARM Rio,"Rs.60,300.00","Rs.60,300.00"
418,Blue Wonderful Bouquet Sleeveless Maxi Dress,7253507670109,'DRESSES',https://farmrio.com/cdn/shop/products/322685_01.jpg?v=1705107130&width=400,https://farmrio.com/cdn/shop/products/322685_01.jpg?v=1705107130&width=400,FARM Rio,"Rs.81,800.00","Rs.81,800.00"
